"Code de la région du lieu des travaux - Code de la zone";"Code de la région du lieu des travaux - Libellé de la zone";"Code du département du lieu des travaux - Code de la zone";"Code du département du lieu des travaux - Libellé de la zone";"Code de la commune du lieu des travaux";"Numéro d’enregistrement du permis d’aménager (PA)";"Etat d’avancement du projet";"Date réelle d’autorisation initiale";"Date réelle d’ouverture de chantier";"Date réelle d’achèvement des travaux";"Année de dépôt de la DAU";"Date (mois) de prise en compte DPC du premier évènement reçu dans Sitadel (dépôt de la demande ou autorisation)";"Date (mois) de prise en compte DPC de l’autorisation initiale";"Date (mois) de prise en compte DPC de l’ouverture du chantier";"Date de dernière mise à jour des données";"Code d’activité principale de l’établissement d’un demandeur avéré en tant que personne morale";"Catégorie juridique d’un demandeur avéré en tant que personne morale";"Dénomination d’un demandeur avéré en tant que personne morale";"Numéro SIREN d’un demandeur avéré en tant que personne morale";"Numéro SIRET d’un demandeur avéré en tant que personne morale";"Code postal du demandeur";"Localité du demandeur";"Indicateur de recours à un architecte";"Numéro de voie du terrain";"Type de voie du terrain";"Libellé de la voie du terrain";"Lieu-dit du terrain";"Localité du terrain";"Code postal du terrain";"Section cadastrale 1";"Numéro parcelle cadastrale 1";"Section cadastrale 2";"Numéro parcelle cadastrale 2";"Section cadastrale 3";"Numéro parcelle cadastrale 3";"Superficie du terrain";"Code zone opératoire"
"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"NUM_PA";"ETAT_PA";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"DATE_REELLE_DAACT";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DOC";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP"
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155505M0018";2;"2013-02-13";;;2005;"2013-06";"2013-06";;"2013-06";;;;;;"31100";"TOULOUSE";"false";"18";;"CHEMIN DE CANTO LAOUZETTO";;"TOULOUSE";"31";"AM";"493";;;;;1319;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155512M0004";6;"2013-06-27";"2013-06-27";"2013-06-30";2012;"2013-06";"2013-06";"2013-06";"2013-06";"41.10A";5202;"SNC KAUFMAN & BROAD PROMOTION 3";"444266381";"44426638110002";"31000";"TOULOUSE";"false";;;"RUE POUTIER";;"TOULOUSE";"31";"AE";"191";"AE";"200";"AE";"202";18737;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155512M0014";2;"2014-03-20";;;2012;"2014-03";"2014-03";;"2014-03";;;;;;"31200";"TOULOUSE";"false";"46";;"CHEMIN DE LANUSSE";;"TOULOUSE";"31";"AK";"338";"AK";"340";;;4200;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155512M0021";2;"2013-02-07";;;2012;"2013-06";"2013-06";;"2013-06";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800063";"31505";"TOULOUSE CEDEX 5";"false";"0";;"RUE DE LA POMME";;"TOULOUSE";"31";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155512M0025";2;"2013-03-21";;;2012;"2013-05";"2013-05";;"2013-05";"41.10A";5710;"PACFA";"434034690";"43403469000017";"31000";"TOULOUSE";"true";"219-2";;"AVENUE DE MURET";;"TOULOUSE";"0";"AK";"174";"AK";"175";;;1524;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513A1000";2;"2013-07-29";;;2013;"2013-05";"2013-07";;"2013-07";"86.10Z";7364;"HOTEL DIEU SAINT JACQUES";"263100125";"26310012500016";;;"false";;"PL";"BAYLAC";"TSA 40031";"TOULOUSE";"31000";"864";"AP15";;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0002";2;"2013-04-16";;;2013;"2013-05";"2013-05";;"2013-05";;;;;;"31100";"TOULOUSE";"false";;;"CHEMIN PUJIBET";;"TOULOUSE";"0";"AK";"295";"AK";"296";;;2196;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0003";2;"2013-05-23";;;2013;"2013-05";"2013-05";;"2013-05";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800063";"31505";"TOULOUSE CEDEX 5";"false";;;"PLACE SAINT PIERRE";;"TOULOUSE";"0";"AE";"158";;;;;652;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0005";6;"2013-03-28";"2013-03-28";"2013-04-18";2013;"2013-05";"2013-05";"2013-05";"2013-05";;;;;;"31100";"TOULOUSE";"false";"20 BI";;"CHEMIN DE MAZAYGUES";;"TOULOUSE";"0";"AZ";"146";"AZ";"147";"AZ";"254";1838;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0006";6;"2013-05-30";"2013-09-09";"2014-04-23";2013;"2013-06";"2013-06";"2013-09";"2014-04";;;;;;"31100";"TOULOUSE";"false";"59";;"CHEMIN DU LOUP";;"TOULOUSE";"31";"AK";"127";;;;;3202;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0007";6;"2013-06-13";"2013-09-13";"2014-03-15";2013;"2013-06";"2013-06";"2014-03";"2014-03";;;;;;"31000";"TOULOUSE";"false";;;"CHE DE RAMELET MOUNDI";;"TOULOUSE";"31";"AY";"69";"AY";"70";;;2785;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0008";5;"2013-07-19";"2014-03-14";;2013;"2013-05";"2013-08";"2014-03";"2014-03";;;;;;"31270";"VILLENEUVE TOLOSANE";"false";"20";;"CHE DE MONLONG";;"TOULOUSE";"31";"AL";"57";"AL";"58";;;1480;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0009";2;"2013-08-20";;;2013;"2013-05";"2013-08";;"2013-08";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800063";"31505";"TOULOUSE CEDEX 05";"true";;;"PLACE SAINT PIERRE";;"TOULOUSE";"31";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0011";4;"2013-09-24";;;2013;"2013-05";"2013-09";;"2016-09";;;;;;"31200";"TOULOUSE";"false";"52";"RUE";"PAUL VALERY";"9 CHEMIN DE L'ANUSSE";"TOULOUSE";"31000";"AV";"231";;;;;1383;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M0012";6;"2014-05-20";"2014-05-20";"2014-07-11";2013;"2013-05";"2014-05";"2014-07";"2014-07";;;;;;"31270";"VILLENEUVE TOLOSANE";"false";"23";;"CHE DE BARIGOUDE";;"TOULOUSE";"31";"AH";"114";"AH";"124";"AH";"126";310;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M1000";2;"2013-05-14";;;2013;"2013-05";"2013-05";;"2013-05";;;;;;"31059";"TOULOUSE CEDEX 09";"false";"9001";;"PL DU DOCTEUR BAYLAC";;"TOULOUSE";"0";"AP";"15";;;;;203263;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M1013";6;"2013-08-01";"2016-11-01";"2023-05-09";2013;"2013-06";"2013-08";"2023-05";"2023-05";"68.20A";5599;"SA D'HLM DES CHALETS";"660802844";"66080284400028";"31027";"TOULOUSE CEDEX 03";"false";"52";;"ALL DE GRAND SELVE";;"TOULOUSE";"31";"BE";"248";"BE";"249";;;10578;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M1014";6;"2013-08-29";"2016-10-29";"2023-05-09";2013;"2013-06";"2013-08";"2023-05";"2023-05";"68.20A";5599;"SA D'HLM DES CHALETS";"660802844";"66080284400028";"31027";"TOULOUSE CEDEX 03";"false";;;"ALL DE GRAND SELVE";;"TOULOUSE";"31";"BE";"168";"BE";"169";"BE";"242";26437;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M1016";4;"2013-10-01";"2013-10-08";;2013;"2013-08";"2013-10";"2013-10";"2014-03";"68.31Z";5499;"SOC RENOV LOT CONS IMMO PLACEMENT SERVIC";"311732515";"31173251500078";"31000";"TOULOUSE";"false";"14";;"CHEMIN DE ROCAMADOUR";;"TOULOUSE";"31";"AZ";"232";;;;;1153;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M1017";2;"2013-10-22";;;2013;"2013-08";"2013-10";;"2013-10";"68.10Z";5499;"SARL LE CLOS PASCAL";"800456154";"80045615400015";"31520";"RAMONVILLE ST AGNE";"false";"1";;"RUE JEAN GIONO";"51 ROUTE DE SAINT SIMON";"TOULOUSE";"31";"AY";"118";"AY";"121";"AY";"375";6242;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M1020";2;"2013-10-29";;;2013;"2013-10";"2013-10";;"2013-10";"84.13Z";7354;"TISSEO COLLECTIVITES SMTCAT";"253100986";"25310098600046";"31902";"TOULOUSE";"false";;;"ANDRE NETWILLER";;"TOULOUSE";"31";"AY";"101";"AY";"107";"AY";"1105";33939;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M1022";2;"2014-02-06";;;2013;"2014-02";"2014-02";;"2014-02";;;;;;"31860";"LABARTHE SUR LEZE";"false";"44";;"CHE DE CAYRAS";;"TOULOUSE";"31";"AP";"94";;;;;2521;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513M1024";5;"2014-02-18";"2014-11-05";;2013;"2014-02";"2014-02";"2014-11";"2014-11";;;;;;"31100";"TOULOUSE";"false";;;"CHE PUJIBET";;"TOULOUSE";"31";"AK";"16";"AK";"167";;;3734;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514A0007";2;"2014-08-28";;;2014;"2014-03";"2014-08";;"2014-08";"86.10Z";7364;"HOTEL DIEU SAINT JACQUES";"263100125";"26310012500016";;;"false";"2";"PL";"BAYLAC";;"TOULOUSE";;"846";"AP15";"846";"AP14";"846";"AP5";0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0002";2;"2014-07-03";;;2014;"2014-02";"2014-07";;"2014-07";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE  CEDEX 05";"false";"1 A 1";;"PLACE ESQUIROL";;"TOULOUSE";"31";"AB";"352";;;;;263;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0004";2;"2014-03-27";;;2014;"2014-02";"2014-03";;"2014-03";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800063";"31505";"TOULOUSE CEDEX 05";"false";;;"PLACE SAINT-PIERRE";;"TOULOUSE";"31";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0005";6;"2014-05-13";"2014-08-13";"2015-04-07";2014;"2014-02";"2014-05";"2015-04";"2015-04";"41.10C";5499;"TERRE ET CREATION";"413304957";"41330495700033";"31100";"TOULOUSE";"false";;;"CHE DE MONLONG";;"TOULOUSE";"31";"AL";"74";;;;;10308;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0007";2;"2014-03-13";;;2014;"2014-03";"2014-03";;"2014-03";"86.10Z";7364;"HOTEL DIEU SAINT JACQUES";"263100125";"26310012500016";"31059";"TOULOUSE CEDEX 09";"false";"2";;"PLACE BAYLAC";;"TOULOUSE";"31";"AO";"10";"AO";"11";"AP";"14";302800;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0008";2;"2014-05-20";;;2014;"2014-03";"2014-05";;"2014-05";"68.31Z";5710;"SOC RENOV LOT CONS IMMO PLACEMENT SERVIC";"311732515";"31173251500078";"31000";"TOULOUSE";"false";"14";;"CHE DE ROCAMADOUR";;"TOULOUSE";"31";"AZ";"232";;;;;1153;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0011";5;"2014-09-03";"2015-03-10";;2014;"2014-06";"2014-09";"2015-03";"2015-03";;;;;;"31530";"STE LIVRADE";"false";"19";;"CHE CANTO LAOUZETTO";;"TOULOUSE";"31";"AR";"67";;;;;2591;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0012";2;"2014-12-11";;;2014;"2014-07";"2014-12";;"2014-12";"84.11Z";7172;"RECETTE DES FINANCES TOULOUSE MUNICIPALE";"173102112";"17310211200609";"31048";"TOULOUSE";"true";"38";;"AV JEAN MOULIN";;"TOULOUSE";"31";"AD";"41";;;;;20913;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0013";6;"2014-07-15";"2015-01-02";"2015-02-05";2014;"2014-07";"2014-07";"2015-01";"2015-02";"41.10C";5499;"VIMMO723";"531951770";"53195177000019";"65200";"CIEUTAT";"false";"22";;"CHE DU CARRELOT";;"TOULOUSE";"31";"AY";"342";;;;;1095;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0015";6;"2014-09-15";"2014-09-15";"2014-10-25";2014;"2014-07";"2014-09";"2014-10";"2014-10";;;;;;"31500";"TOULOUSE";"false";"3";;"CHE DE SALIERES";;"TOULOUSE";"31";"AE";"467";;;;;374;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0017";6;"2015-03-13";"2015-05-13";"2015-10-09";2014;"2014-12";"2015-03";"2015-10";"2015-10";;;;;;"31500";"TOULOUSE";"false";"41";;"CHE DE BASSO CAMBO";;"TOULOUSE";"31";"AS";"148";;;;;1899;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514M0018";6;"2015-02-26";"2015-06-26";"2016-03-22";2014;"2015-02";"2015-02";"2016-03";"2016-03";;;;;;"32600";"LIAS";"false";"22";;"CHE NEUF";;"TOULOUSE";"31";"AK";"145";"AK";"146";"AK";"147";2481;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0002";6;"2015-04-29";"2016-02-10";"2016-06-14";2015;"2015-01";"2015-04";"2016-02";"2016-06";;;;;;"31270";"CUGNAUX";"false";;;"RUE SIMONE SIGNORET";"LIEU-DIT GUILHERMY";"TOULOUSE";"31";"AY";"171";"AY";"172";;;7006;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0003";2;"2015-05-05";;;2015;"2015-05";"2015-05";;"2015-05";;;;;;"31200";"TOULOUSE";"false";"46";;"48 CHE DE RAMELET MOUNDI";;"TOULOUSE";"31";"AY";"152";;;;;3742;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0004";2;"2015-07-03";;;2015;"2015-04";"2015-07";;"2015-07";;;;;;"64200";"ARCANGUES";"false";;;"IMP PIERRE MOURAND";;"TOULOUSE";"31";"AI";"423";;;;;1681;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0006";2;"2015-11-19";;;2015;"2015-05";"2015-11";;"2015-11";"68.31Z";5710;"CPF ASSET MANAGEMENT";"493123251";"49312325100024";"92100";"BOULOGNE BILLANCOURT";"true";"36";;"ROUTE DE BAYONNE";;"TOULOUSE";"31";"AC";"11";"AC";"159";"AC";"166";96353;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0010";2;"2015-10-05";;;2015;"2015-10";"2015-10";;"2015-10";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31505";"TOULOUSE CEDEX 05";"false";;;"QUAI DE TOUNIS";"RUE DE LA GARONNETTE";"TOULOUSE";"31";"AB";"183";;;;;34;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0011";2;"2016-02-17";;;2015;"2016-02";"2016-02";;"2016-02";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31505";"TOULOUSE CEDEX 05";"false";;"PORT";"VIGUERIE";;"TOULOUSE";"31";"AD";"473";;;;;6193;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0014";6;"2015-11-19";"2016-12-28";"2018-01-12";2015;"2015-07";"2015-11";"2016-12";"2018-01";;;;;;"31200";"TOULOUSE";"false";;;"IMPASSE VICENTE LOPEZ-TOVA";"ZAC TIBAOUS";"TOULOUSE";"31";"AM";"518";"AM";"519";"AN";"479";28019;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0016";2;"2015-11-05";;;2015;"2015-11";"2015-11";;"2015-11";;;;;;"31470";"ST LYS";"false";"44";;"CHE SALINIE";;"TOULOUSE";"31";"BB";"167";"BB";"397";"BB";"398";1380;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0018";4;"2015-12-22";"2018-02-15";;2015;"2015-12";"2015-12";"2018-02";"2020-09";"41.10A";5599;"BOUYGUES IMMOBILIER";"562091546";;"31000";"TOULOUSE";"true";"5";"RUE";"PAULIN TALABOT";;"TOULOUSE";"31000";"AD";"2";;;;;29197;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0019";6;"2016-01-21";"2016-03-21";"2016-09-05";2015;"2015-10";"2016-01";"2016-09";"2016-09";;;;;;"31100";"TOULOUSE";"false";"77";;"CHE CANTO LAOUZETTO";;"TOULOUSE";"31";"AI";"23";"AI";"24";"AI";"25";3613;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0020";2;"2016-02-17";;;2015;"2015-11";"2016-02";;"2016-02";;;;;;"31200";"TOULOUSE";"false";"14";"RUE";"LOUBIAGUE";;"TOULOUSE";"31";"AS";"144";"AS";"146";"AS";"772";5230;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515M0021";2;"2016-03-22";;;2015;"2015-12";"2016-03";;"2016-03";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31505";"TOULOUSE CEDEX 05";"false";;"ALLEE";"DE BARCELONE";;"TOULOUSE";"31";"AC";"97";;;;;790;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516A0006";2;"2016-08-10";;;2016;"2016-04";"2016-08";;"2016-08";"86.10Z";7364;"HOTEL DIEU SAINT JACQUES";"263100125";"26310012500016";;;"false";"2";"PL";"BAYLAC";"TSA 80035";"TOULOUSE";"31000";"AO";"10";;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516A0241";2;"2016-07-12";;;2016;"2016-04";"2016-07";;"2016-07";"85.42Z";7383;"INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE";"193101524";"19310152400018";"31000";"TOULOUSE";"false";"135";"AV";"DE RANGUEIL";;"TOULOUSE";"31000";"BA";"18";;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0003";2;"2016-04-25";;;2016;"2016-02";"2016-04";;"2016-04";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31505";"TOULOUSE CEDEX 05";"false";;"BD";"DE STRASBOURG";;"TOULOUSE";"31000";"AB";"647";;;;;662;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0004";2;"2016-04-25";;;2016;"2016-02";"2016-04";;"2016-04";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31505";"TOULOUSE CEDEX 05";"false";;"RUE";"GAMBETTA";"PLACE DE LA DAURADE";"TOULOUSE";"31000";"AB";"708";;;;;5269;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0005";2;"2016-04-25";;;2016;"2016-02";"2016-04";;"2016-04";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31505";"TOULOUSE CEDEX 05";"false";;"RUE";"DES LOIS";;"TOULOUSE";"31000";"AD";"128";;;;;190;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0007";5;"2016-06-02";"2018-05-02";;2016;"2016-03";"2016-06";"2018-05";"2018-05";;;;;;"31400";"TOULOUSE";"false";"28";;"RUE DE L'AUDE";;"TOULOUSE";"31";"AX";"101";"AX";"102";"AX";"107";43186;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0008";2;"2016-06-27";;;2016;"2016-04";"2016-06";;"2016-06";;;;;;"31100";"TOULOUSE";"false";"46";;"CHE DU CALQUET";;"TOULOUSE";"31";"BH";"130";;;;;8375;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0009";6;"2016-11-03";"2018-03-03";"2020-10-30";2016;"2016-04";"2016-11";"2020-10";"2020-10";;;;;;"33525";"BRUGES CEDEX";"true";;;"RUE ARSENE D'ARSONVAL ET R";;"TOULOUSE";"31200";"AL";"116";"AL";"118";"AL";"119";18242;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0011";2;"2017-06-21";;;2016;"2016-06";"2017-06";;"2017-06";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";;"BD";"PIERRE SEMARD";;"TOULOUSE";"31000";"AB";"71";;;;;180;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0012";6;"2016-09-14";"2017-03-13";"2017-05-11";2016;"2016-06";"2016-09";"2017-03";"2017-05";;;;;;"31770";"COLOMIERS";"false";"40";"CH";"DE LA BOURIETTE";;"TOULOUSE";"31000";"AN";"165";;;;;1765;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0013";2;"2016-07-27";;;2016;"2016-06";"2016-07";;"2016-07";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"26";"RUE";"DU CHER";;"TOULOUSE";"31000";"BC";"13";"BC";"72";;;19014;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0014";5;"2016-09-26";"2017-09-15";;2016;"2016-07";"2016-09";"2017-09";"2017-09";;;;;;"31000";"TOULOUSE";"false";"27";"CH";"DE BASSO CAMBO";;"TOULOUSE";"31000";"AS";"57";"AS";"58";"AS";"59";4083;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0016";6;"2016-10-27";"2018-08-02";"2018-12-28";2016;"2016-07";"2016-10";"2018-08";"2018-12";;;;;;"31100";"TOULOUSE";"false";"322";"AV";"DE LARDENNE";;"TOULOUSE";"31000";"AH";"19";"AH";"22";"AH";"23";3556;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0019";2;"2017-01-06";;;2016;"2016-08";"2017-01";;"2017-01";;;;;;"31000";"TOULOUSE";"true";;"AV";"JEAN CHAUBET";;"TOULOUSE";"31000";"AB";"106";"AB";"138";"AB";"167";18534;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0020";4;"2017-01-19";;;2016;"2016-08";"2017-01";;"2020-01";"68.32A";5710;"ACANTYS IMMOBILIER";"440309821";"44030982100062";"31132";"CS 83247 BALMA CEDEX";"true";"76";"CH";"DE TOURNEFEUILLE";;"TOULOUSE";"31000";"AR";"35";"AR";"37";"AR";"39";43553;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0021";6;"2017-02-07";"2018-03-01";"2018-06-06";2016;"2016-10";"2017-02";"2018-03";"2018-06";;;;;;"31100";"TOULOUSE";"false";"60";"RUE";"FERRO LEBRES";;"TOULOUSE";"31000";"BA";"139";"BA";"223";;;161;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0022";6;"2017-01-09";"2017-01-09";"2017-01-16";2016;"2016-11";"2017-01";"2017-01";"2017-01";;;;;;"31100";"TOULOUSE";"false";"105";"CH";"CANTO LAOUZETTO";;"TOULOUSE";"31000";"AI";"10";"AI";"293";"AI";"294";825;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0023";2;"2017-03-13";;;2016;"2016-12";"2017-03";;"2017-03";;;;;;"31000";"TOULOUSE";"false";;"AV";"JAMES CLERCK MAXWEL";;"TOULOUSE";"31000";"AH";"45";"AH";"58";"AH";"59";159919;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155516M0024";5;"2017-03-22";"2018-11-12";;2016;"2016-12";"2017-03";"2018-11";"2018-11";"68.20B";5710;"SAS TOULOUSE ARENES";"814795779";"81479577900010";"31200";"TOULOUSE";"false";"395";"ROUTE";"DE SAINT SIMON";;"TOULOUSE";"31000";"AE";"187";"AE";"188";"AE";"189";23204;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517A0001";6;"2017-05-04";"2017-06-01";"2018-02-09";2017;"2017-01";"2017-05";"2019-03";"2019-03";"52.21Z";5710;"EFFIA CONCESSIONS";"387921281";"38792128101365";"75012";"PARIS";"false";;;"BOULEVARD SEMARD";"GARE MATABIAU";"TOULOUSE";"31000";"94";"806";;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0001";6;"2017-01-12";"2017-09-04";"2018-02-09";2017;"2017-01";"2017-01";"2017-09";"2018-02";"52.21Z";5710;"EFFIA CONCESSIONS";"387921281";"38792128101365";"75012";"PARIS 12EME ARRONDISSEMENT";"false";;"BD";"PIERRE SEMARD";;"TOULOUSE";"31000";"AB";"94";;;;;125561;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0002";2;"2017-04-26";;;2017;"2017-01";"2017-04";;"2017-04";;;;;;"81600";"MONTANS";"true";"13";"RUE";"ANDRE VILLET";;"TOULOUSE";"31000";"AT";"123";"AY";"122";;;3846;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0003";5;"2017-04-19";"2017-12-14";;2017;"2017-01";"2017-04";"2017-12";"2017-12";"41.10D";6541;"SCI LA SOURCE DE LILHAC";"827896655";"82789665500012";"31132";"BALMA";"false";"76";"CH";"DE TOURNEFEUILLE";;"TOULOUSE";"31000";"AR";"35";"AR";"37";"AR";"39";43553;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0004";5;"2017-03-22";"2021-02-01";;2017;"2017-02";"2017-03";"2021-02";"2021-02";;;;;;"31000";"TOULOUSE";"false";;"CH";"DE CROIX BENITE";;"TOULOUSE";"31000";"AC";"443";"AC";"459";"AC";"84";8205;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0005";2;"2017-05-30";;;2017;"2017-05";"2017-05";;"2017-05";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";;"AV";"JEAN BAYLET";;"TOULOUSE";"31000";"AW";"128";"AW";"130";;;14627;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155517M0006";2;"2017-05-18";;;2017;"2017-03";"2017-05";;"2017-05";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31505";"TOULOUSE CEDEX 5";"false";"2";"PLACE";"DU SALIN";;"TOULOUSE";"31000";"AB";"5";;;;;2060;4
